"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"File.Edit","u","","943","1713313476898","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"944","1713313476902","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Action","Backspace",,,"1713313477353","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","u","943","1713313477354","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713313477482","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","942","1713313477483","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","t","","942","1713313478051","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"943","1713313478058","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","u","","943","1713313478161","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"944","1713313478166","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","r","","944","1713313478274","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"945","1713313478278","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","n","","945","1713313478395","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"946","1713313478406","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","s","","946","1713313478521","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"947","1713313478522","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Action","Backspace",,,"1713313479354","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","946","1713313479355","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713313479505","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","n","945","1713313479507","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713313479641","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","r","944","1713313479642","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","t","","942","1713313476715","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"943","1713313476717","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","u","","943","1713313476897","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"944","1713313476902","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","","u","943","1713313477354","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","t","942","1713313477483","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","t","","942","1713313478050","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"943","1713313478058","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","u","","943","1713313478161","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"944","1713313478166","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","r","","944","1713313478274","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"945","1713313478278","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","n","","945","1713313478395","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"946","1713313478406","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","s","","946","1713313478521","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"947","1713313478522","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","","s","946","1713313479354","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","n","945","1713313479506","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","r","944","1713313479642","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","t",,"943","1713313476717","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","u",,"944","1713313476902","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","t",,"943","1713313478058","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","u",,"944","1713313478166","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","r",,"945","1713313478278","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","n",,"946","1713313478406","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","s",,"947","1713313478522","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","","u","943","1713313479786","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","t","942","1713313479913","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","l","","942","1713313480681","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"943","1713313480682","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","a","","943","1713313480769","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"944","1713313480770","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","z","","944","1713313481354","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","z",,"945","1713313481354","task1.py","1.1.5 for 2021-2022 @t1",,"z",,,,,
"File.Edit","e","","945","1713313481562","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"946","1713313481563","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","946","1713313481642","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"947","1713313481643","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","","r","946","1713313481962","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","e","945","1713313482106","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","z","944","1713313482251","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","s","","944","1713313482386","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"945","1713313482386","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","","s","944","1713313482665","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713313479785","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","u","943","1713313479786","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713313479912","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","942","1713313479913","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","l","","942","1713313480681","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"943","1713313480682","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","a","","943","1713313480769","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"944","1713313480770","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","z","","944","1713313481354","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","z",,"945","1713313481354","task1.py","1.1.5 for 2021-2022 @t1",,"z",,,,,
"File.Edit","e","","945","1713313481562","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"946","1713313481563","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","946","1713313481642","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"947","1713313481643","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Action","Backspace",,,"1713313481961","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","r","946","1713313481962","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713313482105","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","945","1713313482106","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713313482250","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","z","944","1713313482251","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","s","","944","1713313482386","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"945","1713313482386","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Action","Backspace",,,"1713313482664","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","944","1713313482665","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","l",,"943","1713313480682","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","a",,"944","1713313480770","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","z",,"945","1713313481354","task1.py","1.1.5 for 2021-2022 @t1",,"z",,,,,
"X-Keystroke","e",,"946","1713313481563","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","r",,"947","1713313481643","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","s",,"945","1713313482386","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","l",,"943","1713313483379","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","i",,"944","1713313483457","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","g",,"945","1713313483586","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","l",,"943","1713313480682","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","a",,"944","1713313480770","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","z",,"945","1713313481354","task1.py","1.1.5 for 2021-2022 @t1",,"z",,,,,
"X-Keystroke","e",,"946","1713313481563","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","r",,"947","1713313481643","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","s",,"945","1713313482386","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","l",,"943","1713313483380","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","i",,"944","1713313483457","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","g",,"945","1713313483586","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Action","Backspace",,,"1713313482849","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","943","1713313482850","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713313483002","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","l","942","1713313483003","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","l","","942","1713313483379","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"943","1713313483379","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","i","","943","1713313483457","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"944","1713313483457","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","g","","944","1713313483586","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"945","1713313483586","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Action","Backspace",,,"1713313483897","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","g","944","1713313483898","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","c","","944","1713313484089","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"945","1713313484090","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Action","Backspace",,,"1713313484433","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","c","944","1713313484434","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713313484568","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","943","1713313484569","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713313484722","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","l","942","1713313484723","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","t","","942","1713313485786","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"943","1713313485787","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","","a","943","1713313482850","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","l","942","1713313483003","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","l","","942","1713313483379","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"943","1713313483379","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","i","","943","1713313483457","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"944","1713313483457","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","g","","944","1713313483586","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"945","1713313483586","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","","g","944","1713313483898","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","c","","944","1713313484089","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"945","1713313484090","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","","c","944","1713313484434","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","i","943","1713313484569","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","l","942","1713313484723","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","t","","942","1713313485786","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"943","1713313485787","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","c",,"945","1713313484090","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","t",,"943","1713313485787","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","r",,"944","1713313485955","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","a",,"945","1713313486084","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","i",,"946","1713313486219","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","l",,"947","1713313486378","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","c",,"945","1713313484090","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","t",,"943","1713313485787","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","r",,"944","1713313485955","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","a",,"945","1713313486084","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","i",,"946","1713313486219","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","l",,"947","1713313486378","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","r","","943","1713313485946","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"944","1713313485955","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","a","","944","1713313486084","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"945","1713313486084","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","i","","945","1713313486218","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"946","1713313486219","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","l","","946","1713313486377","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"947","1713313486378","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit"," ","","947","1713313487546","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"948","1713313487547","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","948","1713313487659","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"949","1713313487659","task1.py","1.1.5 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","949","1713313487738","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"950","1713313487739","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","r","","943","1713313485946","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"944","1713313485955","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","a","","944","1713313486084","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"945","1713313486084","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","i","","945","1713313486218","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"946","1713313486219","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","l","","946","1713313486377","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"947","1713313486378","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit"," ","","947","1713313487546","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"948","1713313487547","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","948","1713313487659","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"949","1713313487659","task1.py","1.1.5 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","949","1713313487738","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"950","1713313487739","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"948","1713313487547","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","=",,"949","1713313487659","task1.py","1.1.5 for 2021-2022 @t1",,"=",,,,,
"X-Keystroke"," ",,"950","1713313487739","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"948","1713313487547","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","=",,"949","1713313487659","task1.py","1.1.5 for 2021-2022 @t1",,"=",,,,,
"X-Keystroke"," ",,"950","1713313487739","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","_",,"948","1713313493459","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"948","1713313495154","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","t",,"949","1713313495419","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","r",,"950","1713313495642","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","s",,"949","1713313496219","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"950","1713313496410","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","_",,"948","1713313493459","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"948","1713313495154","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","t",,"949","1713313495419","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","r",,"950","1713313495642","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","s",,"949","1713313496219","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"950","1713313496410","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","_","","947","1713313493458","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"948","1713313493459","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Action","Backspace",,,"1713313494082","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","_","947","1713313494083","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","_","","947","1713313495153","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"948","1713313495154","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","t","","948","1713313495419","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"949","1713313495419","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","r","","949","1713313495642","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"950","1713313495642","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Action","Backspace",,,"1713313496009","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","r","949","1713313496021","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713313496139","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","948","1713313496140","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","s","","948","1713313496219","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"949","1713313496219","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","949","1713313496410","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"950","1713313496410","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","_","","947","1713313493458","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"948","1713313493459","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","","_","947","1713313494083","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","_","","947","1713313495153","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"948","1713313495154","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","t","","948","1713313495418","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"949","1713313495419","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","r","","949","1713313495642","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"950","1713313495642","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","","r","949","1713313496021","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","t","948","1713313496140","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","s","","948","1713313496219","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"949","1713313496219","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","949","1713313496410","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"950","1713313496410","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","r","","950","1713313496594","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"951","1713313496595","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","a","","951","1713313496714","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"952","1713313496716","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","i","","952","1713313496834","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"953","1713313496834","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","t","","953","1713313496961","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"954","1713313496962","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","","t","953","1713313497226","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","g","","953","1713313497331","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"954","1713313497332","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","h","","954","1713313497465","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"955","1713313497466","task1.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","t","","955","1713313497666","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"956","1713313497666","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","r",,"951","1713313496595","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","a",,"952","1713313496716","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","i",,"953","1713313496834","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","t",,"954","1713313496962","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","g",,"954","1713313497332","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","h",,"955","1713313497466","task1.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","t",,"956","1713313497666","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","r",,"951","1713313496595","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","a",,"952","1713313496716","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","i",,"953","1713313496834","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","t",,"954","1713313496962","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","g",,"954","1713313497332","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","h",,"955","1713313497466","task1.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
